year,country,title,doc,topic
2012,Japan,Salivary alpha-amylase activity and stress in Japan air self-defense force cargo pilots involved in Iraq reconstruction,<title>Salivary alpha-amylase activity and stress in Japan air self-defense force cargo pilots involved in Iraq reconstruction</title>,-1
2012,India,Psychological factors post military aircrew selection: A clinical perspective,<title>Psychological factors post military aircrew selection: A clinical perspective</title>,0
2012,United States,Team task analysis: Differentiating between tasks using team relatedness and team workflow as metrics of team task interdependence,<title>Team task analysis: Differentiating between tasks using team relatedness and team workflow as metrics of team task interdependence</title>,42
2012,Australia,Restricted sleep and negative affective states in commercial pilots during short haul operations,<title>Restricted sleep and negative affective states in commercial pilots during short haul operations</title>,9
2012,United States,"Common sense reasoning for detection, prevention, and mitigation of cyberbullying","<title>Common sense reasoning for detection, prevention, and mitigation of cyberbullying</title>",14
2012,United States,Integrating positive psychology applications into the EMDR Peak Performance protocol,<title>Integrating positive psychology applications into the EMDR Peak Performance protocol</title>,27
2012,United States,Exploring situational awareness in diagnostic errors in primary care,<title>Exploring situational awareness in diagnostic errors in primary care</title>,145
2011,United States,Recollection of hypoxia symptoms between training events,<title>Recollection of hypoxia symptoms between training events</title>,84
2011,Netherlands,Does yohimbine hydrochloride facilitate fear extinction in virtual reality treatment of fear of flying? a randomized placebo-controlled trial,<title>Does yohimbine hydrochloride facilitate fear extinction in virtual reality treatment of fear of flying? a randomized placebo-controlled trial</title>,61
2011,United States,Physiological and psychological characteristics of successful combat controller trainees.,<title>Physiological and psychological characteristics of successful combat controller trainees.</title>,-1
2011,France,Representational Momentum in Aviation,<title>Representational Momentum in Aviation</title>,144
2011,France,Cognitive aging and flight performances in general aviation pilots,<title>Cognitive aging and flight performances in general aviation pilots</title>,5
2011,United States,Comparison of myocardial ischemia during intense mental stress using flight simulation in airline pilots with coronary artery disease to that produced with conventional mental and treadmill exercise stress testing,<title>Comparison of myocardial ischemia during intense mental stress using flight simulation in airline pilots with coronary artery disease to that produced with conventional mental and treadmill exercise stress testing</title>,39
2011,Belgium - United Kingdom - United States,Stereotype-based modulation of person perception,<title>Stereotype-based modulation of person perception</title>,-1
2011,India,IQ measures on the wechsler abbreviated scale of intelligence in indian air force aviators,<title>IQ measures on the wechsler abbreviated scale of intelligence in indian air force aviators</title>,-1
2011,Sweden,Sleep problems and psychosocial work environment among Swedish commercial pilots,<title>Sleep problems and psychosocial work environment among Swedish commercial pilots</title>,92
2011,Ireland - United States,Stress training improves performance during a stressful flight,<title>Stress training improves performance during a stressful flight</title>,82
2011,United States,An exploration of the utility of mathematical modeling predicting fatigue from sleep/wake history and circadian phase applied in accident analysis and prevention: The crash of Comair Flight 5191,<title>An exploration of the utility of mathematical modeling predicting fatigue from sleep/wake history and circadian phase applied in accident analysis and prevention: The crash of Comair Flight 5191</title>,114
2011,United States,Assessing air medical crew real-time readiness to perform critical tasks,<title>Assessing air medical crew real-time readiness to perform critical tasks</title>,-1
2011,United States,The ageing surgeon,<title>The ageing surgeon</title>,-1
2011,Belgium,A pilot with an intravestibular schwannoma: To fly or not to fly?,<title>A pilot with an intravestibular schwannoma: To fly or not to fly?</title>,-1
2011,United States,"In-flight urine collection device: Effi cacy, maintenance, and complications in U-2 pilots","<title>In-flight urine collection device: Effi cacy, maintenance, and complications in U-2 pilots</title>",96
2011,United Kingdom,World War II and other historical influences on the formation of the Ergonomics Research Society,<title>World War II and other historical influences on the formation of the Ergonomics Research Society</title>,-1
